3.508088907027073766e-02,-4.168360193831164295e-01,-7.225701020245138828e-01
6.014757281353948493e-01,-6.291793275143162667e-01,-9.699004794123511353e-02
-8.760479023414387001e-01,1.582675924849294979e-01,-9.964078352141318984e-01
-7.478406231281162775e-01,9.976038220815299784e-01,4.100375438514507476e-01
7.407243495536075528e-02,-8.300862269743292110e-02,-7.437480811466623543e-01
-1.825588374852002982e-01,7.520004909687576511e-01,-4.766941795060271048e-01
-1.334748489792125792e-01,7.253885339627124118e-01,-6.845502044756306415e-01
-9.529300875344470789e-01,6.729941678778055270e-01,3.118586558883900128e-01
2.400166642796990324e-01,-8.319723765637254687e-02,-4.017377316253638586e-01
-2.975225831733046000e-01,8.214829411215016641e-01,3.561294082640680259e-01
-8.670150494372081962e-01,-5.774397080794144710e-01,-4.717820433801711566e-02
-9.298728909099951423e-02,3.089214879114567935e-01,7.664913941564455158e-02
-9.102218774116186406e-01,-7.600226282632096542e-01,-8.791369972854288228e-01
-4.653066306823161469e-02,-5.074295715101637683e-01,6.802493500381427971e-01
7.657839386366391832e-01,4.415309345030806742e-01,-2.132563676544068088e-01
7.988121818302933441e-01,-2.781123135531426982e-01,4.200838059983005301e-01
3.677035600606959331e-01,-8.838947080771937248e-01,8.267133662056525001e-01
1.084686159718448728e-01,-5.166161141566738557e-02,-9.371886301032099631e-01
-8.355648632425372035e-02,9.340103734056042217e-01,3.739247430636827296e-01
-1.039720882007189040e-01,-2.635570024497320141e-01,2.791132970751142306e-01
-1.452082551761799678e-01,4.973367900117091622e-01,4.994256723482881632e-02
9.293331867484588837e-01,-6.355788149584638003e-01,-6.432554222924868892e-01
-5.057276752510064810e-02,7.626650654256323936e-01,6.321665054140188644e-01
-8.010333793384867285e-01,-2.019014348002818870e-01,8.991840594526849806e-01
-7.525863570180320039e-01,-7.717792553464699612e-01,2.989125486800181530e-01
-6.693786074394578733e-01,-6.603460018576987611e-01,5.428346017909650989e-01
6.603677944399513056e-01,6.294713903058735127e-01,6.173351008480827407e-01
-9.641055582891910891e-01,9.495858328525084158e-01,-5.850992893776827408e-01
7.898498593866796202e-01,9.221497611600444344e-01,7.201997137137325922e-01
-5.618084343149691851e-01,9.372462535396557382e-01,-2.293043238587366695e-02
-7.365296601087067963e-02,-7.057121434188173836e-02,7.946972111497609959e-01
-8.633868111358107278e-01,-2.553045298462119916e-03,7.460266750783728362e-02
5.967718870209735016e-01,-2.834909475088625008e-01,1.091964167718189049e-01
-2.776888478619248257e-01,-3.703129317861337810e-01,-2.763550455004684103e-01
-3.937708688277161695e-01,1.062125319783917554e-01,8.932272996155918854e-01
-6.178125120887016930e-01,-5.349145949749907203e-01,-8.497124516111300707e-01
-6.399229833576269844e-01,-3.258098005395320129e-01,4.579332177424657591e-01
-4.545961439980703567e-01,-9.577153659964348087e-01,3.405443214636862947e-01
8.687028584127174380e-01,2.273288595495721598e-01,8.492811797046242450e-01
-6.794969598233902008e-01,-8.507054639526390183e-02,-9.575748351313067008e-01
-7.663547064538700493e-01,-4.876779432243252277e-01,-2.211478162960980320e-01
5.931249487772622953e-01,-7.336350675086862339e-01,-1.930203638750762618e-01
6.539645507817641867e-01,9.764405696077484986e-01,7.396678696532668074e-01
-1.015352456527933711e-01,4.916866621572981710e-01,4.906776340993157515e-01
1.624770308380456552e-01,1.255887340045307443e-01,4.479572074365112400e-02
-8.693252187379849616e-01,2.748508197818109178e-01,2.101852867175539874e-01
8.691869889260526172e-01,9.599469989658671043e-01,-5.607101530313767235e-01
8.977872537095108463e-01,5.410358082053097206e-01,1.684577276666259227e-01
9.834655702766614827e-01,5.917394292793534127e-01,9.115380653312576964e-01
5.296531745740111763e-01,-9.935185115621316676e-01,-8.832827386363384381e-01
-4.828532839244321639e-01,-9.147073238254308514e-01,2.932950502086999478e-01
-9.509219263077508533e-01,-2.086166447711850225e-01,5.018730931744106449e-01
6.437723089032587609e-02,3.113747061560672158e-01,-5.731757004998896399e-01
5.944096105642140415e-01,9.957864406067673535e-02,-3.709488869583239534e-01
-3.729800357286250367e-02,8.377724774280812525e-01,-3.827430362434971478e-01
-7.248628907766105911e-01,-6.198400224724258667e-01,-7.508105557110988926e-02
8.455912851592444213e-01,-2.983977491134799376e-01,6.214777500669994570e-01
7.403294129441406746e-01,5.170363898704053440e-01,4.765117571117571948e-01
-5.793724692969939305e-01,-1.137717311244879070e-01,9.559479836679329878e-01
